index,pureTitle,caption,tagList,audioUrl,videoUrl
10,大型纪录片《旺鼠牛奶》 #大型纪录片 #旺仔牛奶 #食品安全 ,大型纪录片《旺鼠牛奶》 #大型纪录片 #旺仔牛奶 #食品安全,#大型纪录片 | #旺仔牛奶 | #食品安全,http://ali2.a.yximgs.com/bs2/ost/MTQ5Mjc3OTE0NDIxXzMzMzE0OTUzMTM.m4a,http://v5.oskwai.com/ksc2/XFVF9ZxiMy9j28VORPtDmzFKGkdYRL80-4gRyTY_tcZP5_UUIDSa6oJt8qjHx24yyM41XJLn4yjVAsrykWSmeITF7HjcSA_1-89-GkTbWnCfX8OdOksTpHODEDfDokY_.mp4?pkey=AAXSnYndbrUMaS1UyPWT-z_pK0cE9kwZyFFFsJBUUjZg_mYa-3TDYynyi_pzo3uGl2WXwA6TJk0glkSmx1ofImvi2jJ2MkKi7ECrPun3YoIHnyeqKTxGQX9BhPPrwor_L6k&tag=1-1732283539-scn-0-tyw9as1p4i-e82a6c33ac25e9e9&clientCacheKey=3xa8qn8n8wjfry4_cf495f44&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
11,河南周口一网友发视频称在王老吉喝出一团黑色不明异物。,王老吉凉茶惊现不明异物！#王老吉 #食品安全  @快手热点(O40300129) ,#王老吉 | #食品安全,http://ali2.a.yximgs.com/bs2/ost/MTA3MTE4MzI5MDcxXzE2NDkxMzQ5OTc.m4a,http://v5.oskwai.com/ksc2/0TyvnqOEFSizM5tcyPSXit53aFrQ5k_p2eVQxXcnJnSSP6fm5a0Bt3W7iMtHpxJqC_ksiIWq2kutWvF2TkPd7-ecb-upU7Wm8Ejw0f1tCB1jrWoUvMeeIT02SFm2CHNcVGJw7yTZcZbeYuLvWJQ0Bf3n3Cb96C0fw4T_4RdqBilxmYIKPtbTIpMWBi7f-XPc.mp4?pkey=AAUV8-KnTG8EUH7HWNDiFb8tsMI8dFhobC1PP7lcMem3wAkjDk1KTi3y89IE4prE2BWesrNTydPW0DFrC0dK_-PU9QGGdTIl1qg5dTj5jcMO3iDgBKM6FnHpWTnVFodkxEE&tag=1-1732283539-scn-0-fxwa5shnfc-17d8062900ec79ee&clientCacheKey=3xesxnvr3vb4wyg_v5UltraV2.mp4&di=6766caa1&bp=10121&tt=v5UltraV2&ss=vp
12,"""喜欢旺仔牛奶""。那我会遇见盛旺吗？""喝醉喜欢耍酒疯""，表面坚强，内心又软，又容易炸，那吗，那我会遇见大家眼吗？",#原耽,#原耽,http://ali2.a.yximgs.com/bs2/ost/ODY4NjIyMjUxMDFfMjA5NTM5MjI2OA.m4a,http://v5.oskwai.com/ksc2/-laBtr2eidsDsSr30MJ0V7XoJZmw_CTcESqZrXSb6M03O1KBXdfHN78xVdtrylfO7Bh_oaF61yWmyCRU8FtW_fsntCINo3NZQ3k7-g515I3MZt0pMV3E1DDwv26BoUal3xv7DNeL330k3XT6yuVAYbhWOH2swuyV9hTJgHOz4Wl_gB_LXqWNGnzsM7H9e4l_.mp4?pkey=AAVtMgEw-q-T1gHhy97sAyHEEbkN9jwXyIsqIWMgzNR0fJ2giTm8MVJLxI80rjtCsnGaMNuLqVb31PgctznZshDdDCxswReJoOaTpTyIQRpAlm7XKD65qdxp9T8sRtn1xMk&tag=1-1732283534-scn-0-m0lddn26x0-e0b2a7816df6b1f0&clientCacheKey=3xuxmd9devmt4ik_vnushighv1.mp4&di=6766caa1&bp=10121&tt=vnushighv1&ss=vp
13,喜欢旺仔牛奶，那我会遇见声望吗？出新闻，冷淡又习舌软骨，有科智养猫，取名旺仔，那我会遇见姜片吗？他让我努力学习，篮球，打得好，会3千米长跑，喝醉，喜欢耍酒疯，表面坚强，内心又软又容易炸。,倘若我偏要去寻那书中的少年呢 #倘若我偏要去寻书中的那个少年呢 #原耽 #相信即存在,#倘若我偏要去寻书中的那个少年呢 | #原耽 | #相信即存在,http://ali2.a.yximgs.com/bs2/ost/ODIzMjk5MDk4NTJfMjYwMzUzMDcwNg.m4a,http://v5.oskwai.com/ksc2/fb_Z7BdO_lTZqwGrjt_F-e-_DnpExpBxdAcxriWRYDi2wgLPoIkW6hDBv7LECI-jBVDEXbl84Tccv8txTqm-PA_a9oYy7CWKuTpCbyy0eLz0hScQY3DdpupSHj0dWZCWGTJhQXDs92K9x6WQQwQ4p56CCKof1VRgh514Jk_UX0DUQpHBBGu7rXa7IhDlIjay.mp4?pkey=AAWrhrtXTG_HcTpJ-rthq2gQ0mCGTvSMg-pqo_lss0_M4TzyaOuMZp-HnvbCXebUpr_XgkNuhCW6JrYN_m5vgYHNYQc4_Am2SIrCqbsMMo-pizxv_52BW-bI5898AD9ZrjY&tag=1-1732283533-scn-0-5hqmfoe53r-98717824686c7598&clientCacheKey=3xgae3axhzadnas_b.mp4&di=6766caa1&bp=10121&tt=b&ss=vp
14,知名品牌牛奶中喝出异物！,知名品牌牛奶中喝出异物！ #牛奶  #视频安全 ,#牛奶 | #视频安全,http://ali2.a.yximgs.com/bs2/ost/MTMwMTQ1NzczOTI3XzE4NDkzODY2MzY.m4a,http://v5.oskwai.com/ksc2/4IkXCpr8oZqh-ozAd89_XHbFv_tFFpiHNZzpgq2MpFBsmym5SeZJMTMrLMRy3N4QTH8BXbZUUmmCcFQi2D_SAi8HEkkXLlK63TYEoUpVq-wseA7hE8Hhf2wuR-LlQxSx09TctIw6tzyUV-2mUfL4nQ.mp4?pkey=AAVGsjHA7tw5C9GaGCoKwbXhIb1FGaNtrWqkydbzNtEfB_bcLPbTCP1jU7cCYA_xtMOXldKruuN3XVF7NUCgD_AQLs28Jhhhbz6h2Ili6-SXOBP5d-b6JvspvjzbYAMYNdQ&tag=1-1732283532-scn-0-cz8ts5hinl-5a1cc92a3f7d9314&clientCacheKey=3xv6auex3da744w_bc6401cf&di=6766caa1&bp=10121&tt=v6UltraV5&ss=vp
15,山姆买的牛奶现大量絮状沉淀物，还伴有发酸。#黑猫投诉,山姆买的牛奶现大量絮状沉淀物，还伴有发酸。#黑猫投诉,#黑猫投诉,http://ali2.a.yximgs.com/bs2/ost/ODA4NDUwOTMyOTRfMTI5MDMyNjcwMw.m4a,http://v5.oskwai.com/ksc2/UUGVtIwoshjviPQG_CdB_HBZ-9fvclS4aSMXc8CddxaOC7jIok_34kS0smBbOo7f0XEWUVLpY5OxhoQyiVubKAaUgQxshL20HfBDPYeKEfrqxLLp8p_1T-PorItPsb0BI__2ys8K3NAvqlBa6sFsH2N0VZ9hxY4ndPL8it2AIYCMhs_LizEQpzWFpHkjIW2t.mp4?pkey=AAWi5vdRqMyvc56ek2MjO2cSzVbxVZWquVEzkZh5X7CQXTNoJHqPX0kf1Nm4OqGMMnymyHI-NIvTH9C_8bbdquQ2RgZSMdcvi1JjidumCdnUMFVA89dMu3atYyXsfBJSkys&tag=1-1732283532-scn-0-k8d2ougeyx-2b214471c874dc17&clientCacheKey=3xuqrmkfftzg2ju_uvnus.mp4&di=6766caa1&bp=10121&tt=uvnus&ss=vp
16,男子称在饮料中喝出大量不明絮状物。,5月20日，湖南株洲，男子称在饮料中喝出大量不明絮状物。#冰红茶  #曝光,#冰红茶 | #曝光,,http://v5.oskwai.com/ksc2/aYwQL24P8fDi4WsSAmDy5LGc3ILLPXI27w-Foz8i8EyVbMZ0y3JA3X_6Osfx5KXLUGIobAsr8BATTCW3ZqLvvVbIayDKKH86DvMv817rbMe5BJCbo99YaAB2tZeR7Rl-dLKx9J97woepXo51Vg3pUg.mp4?pkey=AAVT_gW0LxLn49LdMqNp5icVn594Z7kdLlMxT4DdH31NaY6OwTlzb5ACJi61fKzcP63Qq7BBwH_A3fxpclyvRFJLmn7jErEgSUkCW7kmkjU_redgFV7qMirlfRYxgSLVxgc&tag=1-1732283532-scn-0-ki7qrfnep0-16013a14fb9e1ab7&clientCacheKey=3xc5dqn5j3ah9mq_fc32176f&di=6766caa1&bp=10121&tt=v6UltraV5&ss=vp
17,给孩子订的鲜牛奶，还未拆封发现里面有黑色的异物,给孩子订的鲜牛奶，还未拆封发现里面有黑色的异物，家长只想知道这是什么东西,,,http://v5.oskwai.com/ksc2/CSjwIVXm16rNW0dt5Qv52Ga3AfAR76HZbp9Y_PK8ASuqLaAR7eXV_74KzAgGNI_wy_J4X4Tv7dAilbp6SvBdAkMkT8wtw6plv8T-x5D5totQtaFN00jVhI0t3iesKKxtruOzB7_m8F1kuSmymHmzLbKAoyUIWGCLI42rBt_JmI_-_OTV8W_zPbwlPCFkyDCb.mp4?pkey=AAV9syZieShuI4gzttyVdU8oYn0ZMVNbnG1m8VysugLVvBqnRTvjYtYgMfKPvEDkCFQD1x12nLt7zTD6WKheOjyjiRMPAC0hgKK5kChdVNLtKXHf4ycZLhq2jYb4iaFd5I4&tag=1-1732283538-scn-0-lboa6cwezz-476a6a26669345a6&clientCacheKey=3x86xx9bihn5534_v5UltraV6.mp4&di=6766caa1&bp=10121&tt=v5UltraV6&ss=vp
18,旺旺碎冰冰”有疑似粪便异物？旺仔歪歪碎：是旺旺集团的不正当竞争,旺旺碎冰冰”有疑似粪便异物？旺旺官方称是“山寨产品”，旺仔歪歪碎：是旺旺集团的不正当竞争,,,http://v5.oskwai.com/ksc2/mUO6yDjq7EiFblQD-8BP1IGIdl1RKQjPZ1un6qC7ITw3C-UyCWNJhZrisQYRgqPwq5blz4V7UIwV_FLp-deevPwd1X8wp0OjrOUbprVxdg5kop6kuze-OaJ1IouSCaSinVCU3WLi1WVWOyn1Ke-6Kw.mp4?pkey=AAUetxd6nimQARdDUddqEaTUco5IuUPqqwRkcn9700Dkt9c348aBQCnQHGHU4D_1T6knFDQfEZsrr5FbfHvTulfs7VDiDyJLHjBVb6i20PoY1oiRDZYfJL06KKTLkNzcDTM&tag=1-1732283538-scn-0-h2dijkl6zc-f851c028c77f9a06&clientCacheKey=3xwzcbwzs4erc4a_f3c258d1&di=6766caa1&bp=10121&tt=v6HighHQv7&ss=vp
19,喜欢旺仔牛奶,倘若我偏要去寻书中的少年呢 家人们，我建个群可以从主页进去 原音: @佩奇🥀(O2350576380) #原耽 #清潇远专属话题 #倘若我偏要去寻书中的那个少年呢,#原耽 | #清潇远专属话题 | #倘若我偏要去寻书中的那个少年呢,http://ali2.a.yximgs.com/bs2/ost/NzYzMzczNzE5OTFfMjI5NDI5ODEyMw.m4a,http://v5.oskwai.com/ksc2/fAW5EzjG_Qos0jIxXlKj62NOQavBanBTcHDxgXzov0X8vjpyj1ZTCzSiGd165wcvIhf8K9ndpWBGjC-vAr25BJAhRDKahmIZpHesOWHZ4nOny_R7QvmtXaL-fysWJBjGLG2eYQTlH5jucku_DHls_OIMw3CVY7F6JUCjGotyQmy33tA3m5GxNwoDy8dBGRE7.mp4?pkey=AAWGZ4SQZObDC35hyHN2nXcMySfbieYFsebRZA5M12hJknOPpmTHyWtnfmm7aJLvQhIUNit6bYrFuEONbiYtGaDWh7j_6X1NNkkp6cMeZzXZSOJ4O9tmMSLbSwZ7-FoQRok&tag=1-1732283531-scn-0-gcldwnhnwo-fb595c21dc53f0a1&clientCacheKey=3xseizfppdd5n6s_muvnus.mp4&di=6766caa1&bp=10121&tt=muvnus&ss=vp
20,网友在旺仔牛奶里竟然喝出来老鼠，爱喝旺仔的小伙伴碎掉了 旺仔牛奶,网友在旺仔牛奶里竟然喝出来老鼠，爱喝旺仔的小伙伴碎掉了#离谱 #食品安全#旺仔牛奶,#离谱 | #食品安全#旺仔牛奶,http://ali2.a.yximgs.com/bs2/ost/MTQ5MjM1MDkyNzIxXzQxMTg5NTE0OTM.m4a,http://v1.oskwai.com/ksc2/XhHisgYARVm0lz36g_eXRda3an28VMu0hPhpo4JLTxdhs3Ew4cFtFo8ZBqi_gGR94Fiyjv7ldkfNTqYmPPZueBLcxJP8-35L2tQFHEQvatOybDlAjwDvfbutleHaCIsQ.mp4?pkey=AAVM6woPqSaHLzc9kzoNvX1eoIjP1m3hK0PkV6_xe_yvj9lskq91nCrt83AyiDUJJE3p9nJcd_vFILqMcisqlzWJD8jUDqH5uX0Wl3gQwAW_7gsK85F2QDGDeeZ0ntEqd_Q&tag=1-1732283531-scn-0-xfmokhdmsr-17220255a4a4b445&type=hot&clientCacheKey=3xcrwdq85k57w9a_5b3c8cd0&di=6766caa1&bp=10121&tt=v6UltraHQVH&ss=vp
21,旺仔牛奶中疑似喝出老鼠，品牌方回应：会积极处理相关问题,旺仔牛奶中疑似喝出老鼠，品牌方回应：会积极处理相关问题,,http://hw.a.yximgs.com/bs2/ost/MTQ5MjgwMDAyOTE1XzE0NTgzODA4MDM.m4a,http://v1.oskwai.com/ksc2/qIOq_PLvwA-tgO3r8GmkH38Zq5RqvwBiULfBw8LraDctTKiJnPsZYPv7RmcWznGZiSRDQUazn5S6LKUobw0igXwN0DxtVll1Q1Hq7DlnW2wZ2EjckgAuBAv6zliBf_Xq.mp4?pkey=AAXunOep21uisN_Q5ZKChlCYxYpyDotV-uDjbCmB8cSpoR5_cGd8VYbwkJqjoSt7Pbtp39mk-YOU4NNGLQ-fgvQ9BvfsEk-_amWwFmlYQrFpbqWqQl57XmWGVSfL5XpCsI4&tag=1-1732283531-scn-0-46cd5sozcx-e9a0f4e26f74e9e8&type=hot&clientCacheKey=3xehefygkjqn3es_98326228&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
22,早上到门店买了一瓶旺仔牛奶，居然喝出橡皮筋,今天倒霉，早上到门店买了一瓶旺仔牛奶，居然喝出橡皮筋，吓人。,,,
23,只能看到是类似旺仔牛奶糖的东西。,喝到最后一口听到有异响。可以看到那会口子都还没开完，因为太渴了直接喝了。把口子开开了也倒不出来，只能看到是类似旺仔牛奶糖的东西。因为是乳制品，有絮状沉淀或者漂浮物什么的可以理解，但是这有点离谱了吧 #旺仔牛奶,#旺仔牛奶,http://ali2.a.yximgs.com/bs2/ost/MTQ3NzI0NTUzMzk0XzIxMzc1NDgxNTk.m4a,http://v5.oskwai.com/ksc2/5m5IgytoIwVEshs49PXlqnGdXPpG6JGvPw3o4rXD7JpZdgY_QL_erWO3oBhJ5jP6j-iVxAEgESFkPbRaKd2PnzqCwk-6ZHWhYsyAKXOpCnM5tBMVnXCCY06wl-eTF5Ec.mp4?pkey=AAVDUR0-cGAgBUpG_2kva4PO0AyOw3LEtFwaJojFDh8n6fMNpJOmRyt8VGUJPAnGJNI9gjKZ6Mu9fL5rmG-9ZgzpZjkM3oh_yrW5oR-OKy24Fw8mktoCs2EQbMJZGAUUVLM&tag=1-1732283529-scn-0-qiww5hzhm7-8ef862f61a7f8362&clientCacheKey=3xdfttfee9znzti_6b9131e8&di=6766caa1&bp=10121&tt=sl200UltraV1&ss=vp
24,在美团优选买的旺仔牛奶，罐装20瓶，每瓶145ml，大儿子喝了两瓶一直说牛奶里面有沙子一样的东西，口感不好，我以为他开玩笑，第二天再喝一瓶的时候老大直接吐出来，这时候我的直觉告诉我这牛奶确实出问题了，直接用干净的碗倒出来，结果里面有好多黑色的杂质，用手柔碎又像粉末一样，不知道是什么东西，大家买牛奶喝还是要小心，看来以后要用碗喝牛奶才安全了,在美团优选买的旺仔牛奶，罐装20瓶，每瓶145ml，大儿子喝了两瓶一直说牛奶里面有沙子一样的东西，口感不好，我以为他开玩笑，第二天再喝一瓶的时候老大直接吐出来，这时候我的直觉告诉我这牛奶确实出问题了，直接用干净的碗倒出来，结果里面有好多黑色的杂质，用手柔碎又像粉末一样，不知道是什么东西，大家买牛奶喝还是要小心，看来以后要用碗喝牛奶才安全了#现场实拍,#现场实拍,http://ali2.a.yximgs.com/bs2/ost/MTM2OTc4ODM4OTEwXzEzMTM4NjA2NDA.m4a,http://v5.oskwai.com/ksc2/VIMokUQdJS7tLiLvGc8-OZSvf7yNrrNzwlTiPIe_1xPh7M7XNOFiNW_uSUGZ3npceYlTP5JWD4bTiTsoedUoJQxckDUAV_kkbtbuLOImivE8lG4MSmZgqCDazN8yN9S-sf7Vc77Od5ehAbUxshJBpg.mp4?pkey=AAWq9MKx4RwlFwDep3KxF4QpPn5i90VsqMzJGlIOiVdYHJdKvMaHmmMFcSEAdAuy3wps2f9DC_RGx73h9IqZAiukvHjB-XaBGnvt8xovCl89pdQ7UMpB1KvhfGZyA09EiIA&tag=1-1732283529-scn-0-gml1epdowu-7a830de894f6ccbb&clientCacheKey=3xpnj6ku4ynjriu_07e657c9&di=6766caa1&bp=10121&tt=v6HighHQv7&ss=vp
